ingredient_a,ingredient_b,reason,notice_no,product_rows
dronedarone,ritonavir,Dronedarone 노출량 증가,20250046,4
elvitegravir,zidovudine,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,1
pyrazinamide,ribociclib,강력한 CYP3A 유도제(Rifampicin)와의 병용투여는 건강한 시험대상자에서 Ribociclib의 혈장 노출을 89%까지 감소시킴,20250086,1
haloperidol decanoate,ribociclib,QT 간격 연장을 유발할 수 있음,20250086,1
caffeine,diluted nitroglycerin solution,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가",20170086,1
netupitant,rifampicin,Netupitant의 혈중농도 감소,20200130,6
entrectinib,pyrazinamide,Entrectinib의 전신 노출 감소,20250086,2
clopidogrel napadisilate,nirmatrelvir,Clopidogrel 활성대사체의 농도를 감소시킬 수 있음,20250046,1
amiodarone,pimozide,Torsade de pointes 위험 증가,20110110,2
phenytoin,ribociclib,강력한 CYP3A 유도제와의 병용투여는 Ribociclib의 혈장 노출을 감소시킬 수 있음,20250086,2
ixazomib,pyrazinamide,Ixazomib의 효과 감소,20250086,3
amiodarone,haloperidol decanoate,QT간격 연장 위험 증가,20190131,2
abacavir,bictegravir,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,2
cobicistat,ilaprazole,아타자나비르의 혈중농도 감소,20230045,1
dronedarone,sotalol,QT 간격을 연장시키고 염전성 심실빈맥 발생 위험을 높일 수 있음,20250046,2
fluticasone,nirmatrelvir,"QT 연장, 심계항진, 동성빈맥(sinus tachycardia)을 포함하여 살메테롤과 관련된 심혈관 부작용의 위험을 증가시킬 수 있음",20250046,6
amiodarone,sotalol,심실부정맥(Torsade de pointes) 위험 증가,20040002,2
phenobarbital,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,3
emtricitabine,ergotamine,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",20190131,1
rilpivirine,st john's wort 80% methanol ext,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,2
diphenylhydantoin,lorlatinib,Lorlatinib의 혈중농도를 감소시킬 수 있음,20240030,6
pibrentasvir,st john's wort 80% methanol ext,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,20200130,2
finerenone,tenofovir alafenamide,Finerenone 혈중농도의 현저한 증가가 예상됨,20240030,2
nirmatrelvir,primidone,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Primidone 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,1
defibrotide,recombinant human tissue-type plasminogen activator,출혈 위험 증가,20220049,2
ceritinib,phenobarbital,Ceritinib의 혈장 농도 감소,20250086,3
doravirine,phenobarbital,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,6
atazanavir,esomeprazole strontium tetrahydrate,아타자나비르의 혈중농도 감소,20230045,3
omega-3-acid ethyl esters90,pibrentasvir,횡문근융해증을 포함한 근육병증 위험 가능,20230083,7
isoniazid,ponatinib,Ponatinib의 노출 감소,20250086,4
tenofovir alafenamide,zidovudine,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,1
caffeine,ritonavir,사지 및 중추신경계를 포함하는 기타 조직의 혈관 경련 및 허혈을 특징으로 하는 급성 맥각 독성의 잠재적인 가능성,20210113,2
emtricitabine,pimozide,QT연장 및 심실성부정맥 유발 가능,20170086,1
isoniazid,praziquantel,Praziquantel의 치료적 유효 혈중농도에 도달하지 못할 수 있음,20250086,2
atazanavir,pantoprazole hemimagnesium,아타자나비르의 혈중농도 감소,20230045,1
dronedarone,haloperidol decanoate,QT간격 연장 위험 증가,20190131,2
ledipasvir,phenobarbital,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,3
lamivudine,st john's wort 80% methanol ext,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,4
ponatinib,st john's wort 80% methanol ext,Ponatinib의 노출 감소,20250086,4
amiloride,spironolactone,고칼륨혈증 위험 증가,20070030,3
ibrutinib,tenofovir alafenamide,Ibrutinib의 혈중 농도 증가,20250086,1
cobicistat,pimozide,QT연장 및 심실성부정맥 유발 가능,20170086,3
nortriptyline,pimozide,QT연장,20050017,2
caffeine,letermovir,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20200130,4
ribociclib,sotalol,QT 간격 연장을 유발할 수 있음,20250086,1
diphenylhydantoin,lamivudine,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,3
rilpivirine,tegoprazan,위장 pH의 증가로 rilpivirine의 흡수가 저하되어 rilpivirine의 치료효과 감소,20200130,6
darunavir ethanolate,trastuzumab emtansine,이 약의 구성 성분인 DM1이 주로 CYP3A4에 의해 대사됨. 강한 CYP3A4억제제와 병용시 DM1 노출과 독성 증가 가능성,20160155,4
flecainide,ritonavir,"부정맥, 혈액장애, 경련등",20090300,4
apalutamide,nirmatrelvir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Apalutamide 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,1
amiodarone,dronedarone,Torsade de pointes 위험 증가,20110110,4
diphenylhydantoin,fedratinib dihydrochloride,Fedratinib의 혈중농도를 감소시킬 수 있음,20240030,3
sofosbuvir,st john's wort 80% methanol ext,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,2
naratriptan,zolmitriptan,"상가적인 혈관수축반응, 현저한 혈압상승",20070068,6
ibrutinib,pyrazinamide,Ibrutinib의 혈중 농도 감소,20250086,1
dolutegravir,pilsicainide,Pilsicainide의 혈중농도 증가로 심실빈맥(Torsades de pointes 포함) 등 심각한 독성 발생 가능성,20160155,2
cabozantinib s-malate,isoniazid,Cabozantinib의 혈장 노출 감소,20250086,6
apraclonidine,selegiline,"교감신경흥분제의 작용 증강 또는 연장(고혈압, 빈맥 등)",20070068,1
diphenylhydantoin,glecaprevir,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,20200130,3
phenobarbital,voriconazole,"Phenobarbital의 혈중농도 증가, Voriconazole의 농도 감소",20190131,6
ivabradine,ritonavir,서맥 또는 전도장애의 가능성,20250046,4
abacavir,emtricitabine,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,6
atazanavir,rivaroxaban,리바록사반의 혈중농도가 상승하여 출혈위험 증가,20150021,1
clopidogrel napadisilate,ritonavir,Clopidogrel 활성대사체의 농도를 감소시킬 수 있음,20250046,1
amiodarone,ritonavir,"부정맥, 혈액장애, 발작 등 중대한 이상반응",20070068,4
bictegravir,ethambutol,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,1
esomeprazole strontium tetrahydrate,rilpivirine,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,20150021,3
lorlatinib,st john's wort 80% methanol ext,Lorlatinib의 혈중농도를 감소시킬 수 있음,20240030,4
ethambutol,nanoliposomal irinotecan,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,1
ethambutol,venetoclax,강력한 CYP3A 유도제인 Rifampicin과 병용 투여 시 Venetoclax의 Cmax 및 AUC∞는 각각 42% 및 71%까지 감소함,20250086,3
modafinil,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,2
atazanavir,dexlansoprazole,아타자나비르의 혈중농도 감소,20230045,2
amiodarone,elvitegravir,Amiodarone 혈중농도 증가,20190131,2
acitretin,tigecycline,두개내압 상승 위험,20250046,2
bosentan,ritonavir,"Bosentan의 혈중농도를 증가시키고, Nirmatrelvir+Ritonavir의 혈중농도를 감소시킬 수 있음. 이 약의 투여 시작으로부터 최소 36시간 전에 Bosentan의 사용을 중단할 것",20250046,3
gemifloxacin,haloperidol decanoate,QT간격 연장 위험 증가,20200130,2
bictegravir,isoniazid,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,2
gemigliptin,sofosbuvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,3
amiodarone,ledipasvir,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이  권장됨,20170086,2
emtricitabine,triazolam,"Triazolam 혈중농도 증가, 진정 또는 호흡 억제의 연장 또는 증가",20190131,4
tenofovir alafenamide,triazolam,"Triazolam 혈중농도 증가, 진정 또는 호흡 억제의 연장 또는 증가",20190131,4
ritonavir,voriconazole,Voriconazole의 혈장 농도를 감소시켜 항진균 효과를 상실시킬 수 있음,20240030,4
nirmatrelvir,pyrazinamide,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Rifampicin 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,1
ceritinib,ethambutol,Ceritinib의 혈장 농도 감소,20250086,1
doravirine,isoniazid,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,4
nanoliposomal irinotecan,pyrazinamide,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,1
ixazomib,st john's wort 80% methanol ext,Ixazomib의 효과 감소,20250086,6
st john's wort 80% methanol ext,zanubrutinib,Zanubrutinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,20250046,2
st john's wort 80% methanol ext,tenofovir alafenamide,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
dronedarone,nirmatrelvir,심장 부정맥의 가능성,20250046,2
cabotegravir sodium micronized,phenobarbital,Cabotegravir의 혈중농도를 감소시켜 치료 효과를 감소시킬 수 있음,20240030,3
ergotamine,posaconazole,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20100278,2
emtricitabine,fosphenytoin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
emtricitabine,st john's wort 80% methanol ext,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,4
flecainide,nirmatrelvir,심장 부정맥의 가능성,20250046,2
tenofovir disoproxil,zidovudine,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,1
pyrazinamide,venetoclax,강력한 CYP3A 유도제인 Rifampicin과 병용 투여 시 Venetoclax의 Cmax 및 AUC∞는 각각 42% 및 71%까지 감소함,20250086,3
fosphenytoin,tenofovir alafenamide,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
cobicistat,sildenafil,"Sildenafil 혈중농도 증가, 병용투여 할 경우에는 Sildenafil의 투여용량이 25mg을 초과하지 않도록 하며, 48시간 내 재투여 금지",20190131,91
emtricitabine,phenytoin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
alfentanil,lorlatinib,Alfentanil의 혈중농도가 감소될 수 있음,20240030,2
phenytoin,ponatinib,Ponatinib의 노출 감소,20250086,4
abacavir,tenofovir disoproxil,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,1
ethambutol,ribociclib,강력한 CYP3A 유도제(Rifampicin)와의 병용투여는 건강한 시험대상자에서 Ribociclib의 혈장 노출을 89%까지 감소시킴,20250086,1
caffeine,ephedrine,혈관수축 및 혈압상승효과를 증가시킴,20170086,2
doxycycline hyclate,tretinoin,두개내 고혈압,20080056,2
ledipasvir,rifabutin,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,1
natalizumab,vedolizumab,기회 감염을 포함하여 감염의 위험성을 증가시킬 수 있음,20250086,3
ergotamine,tenofovir alafenamide,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",20190131,1
clopidogrel,ritonavir,Clopidogrel 활성대사체의 농도를 감소시킬 수 있음,20250046,1
methylergonovine,ritonavir,사지 및 중추신경계를 포함하는 기타 조직의 혈관경련 및 허혈을 특징으로 하는 급성 맥각독성의 잠재적인 가능성,20250046,2
ethambutol,ponatinib,Ponatinib의 노출 감소,20250086,2
abacavir,elvitegravir,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,1
nirmatrelvir,phenytoin,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Phenytoin 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,2
diphenylhydantoin,nanoliposomal irinotecan,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,3
ponatinib,pyrazinamide,Ponatinib의 노출 감소,20250086,2
cabotegravir,rifabutin,Cabotegravir 혈중농도 감소로 치료 효과 감소,20250046,1
caffeine,emtricitabine,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",20190131,1
emtricitabine,isoniazid,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,2
elvitegravir,pimozide,QT연장 및 심실성부정맥 유발 가능,20170086,1
st john's wort 80% methanol ext,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,2
lamivudine,phenytoin,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,2
tolvaptan sd powder,voriconazole,Tolvaptan의 혈장 농도 증가 가능,20240030,4
nirmatrelvir,voriconazole,Voriconazole의 혈중농도를 감소시킬 수 있음,20250046,2
isoniazid,lamivudine,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,2
diphenylhydantoin,zanubrutinib,Zanubrutinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,20250046,3
etravirine,phenytoin,에트라비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,2
lamivudine,pyrazinamide,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,1
caffeine,frovatriptan,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",20110070,2
